sex,country,year,age,generation,suicides_no,population,suicides/100k pop,Suma - HDI for year,Suma -  gdp_for_year ($) ,Suma - gdp_per_capita ($)
male,Mexico,1994,25-34 years,1,550,6757200,"8,14",,527813238126,6735
male,Mexico,1994,35-54 years,1,554,7691700,"7,2",,527813238126,6735
male,Mexico,1994,5-14 years,5,46,10730100,"0,43",,527813238126,6735
male,Mexico,1994,55-74 years,6,299,3066800,"9,75",,527813238126,6735
male,Mexico,1994,75+ years,2,100,573400,"17,44",,527813238126,6735
male,Mexico,1995,15-24 years,3,755,9978800,"7,57","0,67",360073909244,4505
male,Mexico,1995,25-34 years,3,640,6993100,"9,15","0,67",360073909244,4505
male,Mexico,1995,35-54 years,1,580,7960500,"7,29","0,67",360073909244,4505
male,Mexico,1995,5-14 years,5,50,10758200,"0,46","0,67",360073909244,4505
male,Mexico,1995,55-74 years,6,298,3172300,"9,39","0,67",360073909244,4505
male,Mexico,1995,75+ years,2,111,590900,"18,78","0,67",360073909244,4505
male,Mexico,1996,15-24 years,3,771,10461846,"7,37",,410975595310,4904
male,Mexico,1996,25-34 years,3,620,7310893,"8,48",,410975595310,4904
male,Mexico,1996,35-54 years,1,638,8288306,"7,7",,410975595310,4904
male,Mexico,1996,5-14 years,5,61,11350080,"0,54",,410975595310,4904
male,Mexico,1996,55-74 years,6,309,3367371,"9,18",,410975595310,4904
male,Mexico,1996,75+ years,2,115,684228,"16,81",,410975595310,4904
male,Mexico,1997,15-24 years,3,931,10469891,"8,89",,500413483109,5864
male,Mexico,1997,25-34 years,3,721,7614070,"9,47",,500413483109,5864
male,Mexico,1997,35-54 years,1,689,8545328,"8,06",,500413483109,5864
male,Mexico,1997,5-14 years,5,81,11419034,"0,71",,500413483109,5864
male,Mexico,1997,55-74 years,6,280,3469821,"8,07",,500413483109,5864
male,Mexico,1997,75+ years,2,109,713693,"15,27",,500413483109,5864
male,Mexico,1998,15-24 years,3,860,10444415,"8,23",,526502129378,6064
male,Mexico,1998,25-34 years,3,774,7923430,"9,77",,526502129378,6064
male,Mexico,1998,35-54 years,1,676,8802383,"7,68",,526502129378,6064
male,Mexico,1998,5-14 years,5,87,11488804,"0,76",,526502129378,6064
male,Mexico,1998,55-74 years,6,288,3576372,"8,05",,526502129378,6064
male,Mexico,1998,75+ years,2,117,743519,"15,74",,526502129378,6064
male,Mexico,1999,15-24 years,3,940,10416842,"9,02",,600232874043,6800
male,Mexico,1999,25-34 years,3,726,8214958,"8,84",,600232874043,6800
male,Mexico,1999,35-54 years,1,668,9064400,"7,37",,600232874043,6800
male,Mexico,1999,5-14 years,5,59,11553882,"0,51",,600232874043,6800
male,Mexico,1999,55-74 years,6,317,3684714,"8,6",,600232874043,6800
male,Mexico,1999,75+ years,2,109,772816,"14,1",,600232874043,6800
male,Mexico,2000,15-24 years,3,870,10407812,"8,36",699,707906744575,7892
male,Mexico,2000,25-34 years,3,797,8473261,"9,41",699,707906744575,7892
male,Mexico,2000,35-54 years,1,755,9334127,"8,09",699,707906744575,7892
male,Mexico,2000,5-14 years,5,75,11611360,"0,65",699,707906744575,7892
male,Mexico,2000,55-74 years,6,317,3793938,"8,36",699,707906744575,7892
male,Mexico,2000,75+ years,2,105,801173,"13,11",699,707906744575,7892
male,Mexico,2001,15-24 years,5,908,10392763,"8,74",,756706300590,8311
male,Mexico,2001,25-34 years,3,837,8719740,"9,6",,756706300590,8311
male,Mexico,2001,35-54 years,1,765,9614513,"7,96",,756706300590,8311
male,Mexico,2001,5-14 years,5,79,11648383,"0,68",,756706300590,8311
male,Mexico,2001,55-74 years,6,338,3891947,"8,68",,756706300590,8311
male,Mexico,2001,75+ years,6,161,836476,"19,25",,756706300590,8311
male,Mexico,2002,15-24 years,5,919,10391176,"8,84",,772106378935,8357
male,Mexico,2002,25-34 years,3,852,8935002,"9,54",,772106378935,8357
male,Mexico,2002,35-54 years,1,824,9900926,"8,32",,772106378935,8357
male,Mexico,2002,5-14 years,5,103,11684250,"0,88",,772106378935,8357
male,Mexico,2002,55-74 years,6,348,3991819,"8,72",,772106378935,8357
male,Mexico,2002,75+ years,6,124,869659,"14,26",,772106378935,8357
male,Mexico,2003,15-24 years,5,953,10408446,"9,16",,729336319677,7779
male,Mexico,2003,25-34 years,3,911,9114537,10,,729336319677,7779
male,Mexico,2003,35-54 years,1,885,10201542,"8,68",,729336319677,7779
male,Mexico,2003,5-14 years,5,91,11723507,"0,78",,729336319677,7779
male,Mexico,2003,55-74 years,6,385,4100347,"9,39",,729336319677,7779
male,Mexico,2003,75+ years,6,151,901495,"16,75",,729336319677,7779
male,Mexico,2004,15-24 years,5,942,10447031,"9,02",,782240601985,8217
male,Mexico,2004,25-34 years,3,885,9254521,"9,56",,782240601985,8217
male,Mexico,2004,35-54 years,1,926,10528424,"8,8",,782240601985,8217
male,Mexico,2004,5-14 years,5,98,11772473,"0,83",,782240601985,8217
male,Mexico,2004,55-74 years,6,390,4227720,"9,22",,782240601985,8217
male,Mexico,2004,75+ years,6,140,932624,"15,01",,782240601985,8217
male,Mexico,2005,15-24 years,5,943,10509381,"8,97",722,877476221382,9071
male,Mexico,2005,25-34 years,3,956,9355305,"10,22",722,877476221382,9071
male,Mexico,2005,35-54 years,1,1018,10888804,"9,35",722,877476221382,9071
male,Mexico,2005,5-14 years,5,98,11833699,"0,83",722,877476221382,9071
male,Mexico,2005,55-74 years,6,375,4380597,"8,56",722,877476221382,9071
male,Mexico,2005,75+ years,6,154,963447,"15,98",722,877476221382,9071
male,Mexico,2006,15-24 years,5,926,10624582,"8,72",,975387131716,9906
male,Mexico,2006,25-34 years,3,928,9459323,"9,81",,975387131716,9906
male,Mexico,2006,35-54 years,1,995,11286802,"8,82",,975387131716,9906
male,Mexico,2006,5-14 years,5,114,11875780,"0,96",,975387131716,9906
male,Mexico,2006,55-74 years,6,419,4535133,"9,24",,975387131716,9906
male,Mexico,2006,75+ years,6,139,1009855,"13,76",,975387131716,9906
male,Mexico,2007,15-24 years,5,910,10761087,"8,46",,1052696282279,10496
male,Mexico,2007,25-34 years,3,943,9530655,"9,89",,1052696282279,10496
male,Mexico,2007,35-54 years,1,1030,11726685,"8,78",,1052696282279,10496
male,Mexico,2007,5-14 years,4,83,11918904,"0,7",,1052696282279,10496
male,Mexico,2007,55-74 years,6,421,4716115,"8,93",,1052696282279,10496
male,Mexico,2007,75+ years,6,136,1055853,"12,88",,1052696282279,10496
male,Mexico,2008,15-24 years,5,997,10909870,"9,14",,1109989038339,10864
male,Mexico,2008,25-34 years,3,959,9582642,"10,01",,1109989038339,10864
male,Mexico,2008,35-54 years,1,1113,12193540,"9,13",,1109989038339,10864
male,Mexico,2008,5-14 years,4,111,11956461,"0,93",,1109989038339,10864
male,Mexico,2008,55-74 years,6,457,4918339,"9,29",,1109989038339,10864
male,Mexico,2008,75+ years,6,145,1101082,"13,17",,1109989038339,10864
male,Mexico,2009,15-24 years,5,1032,11057116,"9,33",,900045362045,8651
male,Mexico,2009,25-34 years,3,985,9636154,"10,22",,900045362045,8651
male,Mexico,2009,35-54 years,1,1271,12663131,"10,04",,900045362045,8651
male,Mexico,2009,5-14 years,4,109,11979752,"0,91",,900045362045,8651
male,Mexico,2009,55-74 years,6,497,5132854,"9,68",,900045362045,8651
male,Mexico,2009,75+ years,6,163,1144924,"14,24",,900045362045,8651
male,Mexico,2010,15-24 years,5,1074,11192708,"9,6",746,1057801282051,9991
male,Mexico,2010,25-34 years,3,936,9704369,"9,65",746,1057801282051,9991
male,Mexico,2010,35-54 years,3,1191,13117850,"9,08",746,1057801282051,9991
male,Mexico,2010,5-14 years,4,109,11983471,"0,91",746,1057801282051,9991
male,Mexico,2010,55-74 years,6,483,5353293,"9,02",746,1057801282051,9991
male,Mexico,2010,75+ years,6,165,1187437,"13,9",746,1057801282051,9991
male,Mexico,2011,15-24 years,5,1308,11318362,"11,56",748,1180489563964,10965
male,Mexico,2011,25-34 years,5,1024,9792087,"10,46",748,1180489563964,10965
male,Mexico,2011,35-54 years,3,1326,13558864,"9,78",748,1180489563964,10965
male,Mexico,2011,5-14 years,4,140,11975964,"1,17",748,1180489563964,10965
male,Mexico,2011,55-74 years,1,533,5562736,"9,58",748,1180489563964,10965
male,Mexico,2011,75+ years,6,156,1236980,"12,61",748,1180489563964,10965
male,Mexico,2012,15-24 years,5,1251,11427075,"10,95",754,1201090018604,10982
male,Mexico,2012,25-34 years,5,1013,9890969,"10,24",754,1201090018604,10982
male,Mexico,2012,35-54 years,3,1264,13980301,"9,04",754,1201090018604,10982
male,Mexico,2012,5-14 years,4,123,11945793,"1,03",754,1201090018604,10982
male,Mexico,2012,55-74 years,1,509,5778173,"8,81",754,1201090018604,10982
male,Mexico,2012,75+ years,6,170,1283320,"13,25",754,1201090018604,10982
male,Mexico,2013,15-24 years,5,1220,11520698,"10,59",755,1274443078609,11478
male,Mexico,2013,25-34 years,5,1151,10000769,"11,51",755,1274443078609,11478
male,Mexico,2013,35-54 years,3,1469,14385858,"10,21",755,1274443078609,11478
male,Mexico,2013,5-14 years,4,102,11898580,"0,86",755,1274443078609,11478
male,Mexico,2013,55-74 years,1,565,5999782,"9,42",755,1274443078609,11478
male,Mexico,2013,75+ years,6,161,1328764,"12,12",755,1274443078609,11478
male,Mexico,2014,15-24 years,5,1334,11603241,"11,5",756,1314385330073,11663
male,Mexico,2014,25-34 years,5,1140,10118932,"11,27",756,1314385330073,11663
male,Mexico,2014,35-54 years,3,1558,14784480,"10,54",756,1314385330073,11663
male,Mexico,2014,5-14 years,4,129,11844045,"1,09",756,1314385330073,11663
male,Mexico,2014,55-74 years,1,612,6228708,"9,83",756,1314385330073,11663
male,Mexico,2014,75+ years,6,177,1376264,"12,86",756,1314385330073,11663
male,Mexico,2015,15-24 years,5,1347,11676480,"11,54",,1169622672463,10228
male,Mexico,2015,25-34 years,5,1195,10243158,"11,67",,1169622672463,10228
male,Mexico,2015,35-54 years,3,1560,15181008,"10,28",,1169622672463,10228
male,Mexico,2015,5-14 years,4,137,11790898,"1,16",,1169622672463,10228
male,Mexico,2015,55-74 years,1,584,6465941,"9,03",,1169622672463,10228
male,Mexico,2015,75+ years,6,163,1427654,"11,42",,1169622672463,10228
male,Mexico,2016,15-24 years,,,,,,,
male,Mexico,2016,25-34 years,,,,,,,
male,Mexico,2016,35-54 years,,,,,,,
male,Mexico,2016,5-14 years,,,,,,,
male,Mexico,2016,55-74 years,,,,,,,
male,Mexico,2016,75+ years,,,,,,,
male,Mongolia,1985,15-24 years,,,,,,,
male,Mongolia,1985,25-34 years,,,,,,,
male,Mongolia,1985,35-54 years,,,,,,,
male,Mongolia,1985,5-14 years,,,,,,,
male,Mongolia,1985,55-74 years,,,,,,,
male,Mongolia,1985,75+ years,,,,,,,
male,Mongolia,1986,15-24 years,,,,,,,
male,Mongolia,1986,25-34 years,,,,,,,
male,Mongolia,1986,35-54 years,,,,,,,
male,Mongolia,1986,5-14 years,,,,,,,
male,Mongolia,1986,55-74 years,,,,,,,
male,Mongolia,1986,75+ years,,,,,,,
male,Mongolia,1987,15-24 years,,,,,,,
male,Mongolia,1987,25-34 years,,,,,,,
male,Mongolia,1987,35-54 years,,,,,,,
male,Mongolia,1987,5-14 years,,,,,,,
male,Mongolia,1987,55-74 years,,,,,,,
male,Mongolia,1987,75+ years,,,,,,,
male,Mongolia,1988,15-24 years,,,,,,,
male,Mongolia,1988,25-34 years,,,,,,,
male,Mongolia,1988,35-54 years,,,,,,,
male,Mongolia,1988,5-14 years,,,,,,,
male,Mongolia,1988,55-74 years,,,,,,,
male,Mongolia,1988,75+ years,,,,,,,
male,Mongolia,1989,15-24 years,,,,,,,
male,Mongolia,1989,25-34 years,,,,,,,
male,Mongolia,1989,35-54 years,,,,,,,
male,Mongolia,1989,5-14 years,,,,,,,
male,Mongolia,1989,55-74 years,,,,,,,
male,Mongolia,1989,75+ years,,,,,,,
male,Mongolia,1990,15-24 years,,,,,,,
male,Mongolia,1990,25-34 years,,,,,,,
male,Mongolia,1990,35-54 years,,,,,,,
male,Mongolia,1990,5-14 years,,,,,,,
male,Mongolia,1990,55-74 years,,,,,,,
male,Mongolia,1990,75+ years,,,,,,,
male,Mongolia,1991,15-24 years,,,,,,,
male,Mongolia,1991,25-34 years,,,,,,,
male,Mongolia,1991,35-54 years,,,,,,,
male,Mongolia,1991,5-14 years,,,,,,,
male,Mongolia,1991,55-74 years,,,,,,,
male,Mongolia,1991,75+ years,,,,,,,
male,Mongolia,1992,15-24 years,,,,,,,
male,Mongolia,1992,25-34 years,,,,,,,
male,Mongolia,1992,35-54 years,,,,,,,
male,Mongolia,1992,5-14 years,,,,,,,
male,Mongolia,1992,55-74 years,,,,,,,
male,Mongolia,1992,75+ years,,,,,,,
male,Mongolia,1993,15-24 years,,,,,,,
male,Mongolia,1993,25-34 years,,,,,,,
male,Mongolia,1993,35-54 years,,,,,,,
male,Mongolia,1993,5-14 years,,,,,,,
male,Mongolia,1993,55-74 years,,,,,,,
male,Mongolia,1993,75+ years,,,,,,,
male,Mongolia,1994,15-24 years,,,,,,,
male,Mongolia,1994,25-34 years,,,,,,,
male,Mongolia,1994,35-54 years,,,,,,,
male,Mongolia,1994,5-14 years,,,,,,,
male,Mongolia,1994,55-74 years,,,,,,,
male,Mongolia,1994,75+ years,,,,,,,
male,Mongolia,1995,15-24 years,,,,,,,
male,Mongolia,1995,25-34 years,,,,,,,
male,Mongolia,1995,35-54 years,,,,,,,
male,Mongolia,1995,5-14 years,,,,,,,
male,Mongolia,1995,55-74 years,,,,,,,
male,Mongolia,1995,75+ years,,,,,,,
male,Mongolia,1996,15-24 years,,,,,,,
male,Mongolia,1996,25-34 years,,,,,,,
male,Mongolia,1996,35-54 years,,,,,,,
male,Mongolia,1996,5-14 years,,,,,,,
male,Mongolia,1996,55-74 years,,,,,,,
male,Mongolia,1996,75+ years,,,,,,,
male,Mongolia,1997,15-24 years,,,,,,,
male,Mongolia,1997,25-34 years,,,,,,,
male,Mongolia,1997,35-54 years,,,,,,,
male,Mongolia,1997,5-14 years,,,,,,,
male,Mongolia,1997,55-74 years,,,,,,,
male,Mongolia,1997,75+ years,,,,,,,
male,Mongolia,1998,15-24 years,,,,,,,
male,Mongolia,1998,25-34 years,,,,,,,
male,Mongolia,1998,35-54 years,,,,,,,
male,Mongolia,1998,5-14 years,,,,,,,
male,Mongolia,1998,55-74 years,,,,,,,
male,Mongolia,1998,75+ years,,,,,,,
male,Mongolia,1999,15-24 years,,,,,,,
male,Mongolia,1999,25-34 years,,,,,,,
male,Mongolia,1999,35-54 years,,,,,,,
male,Mongolia,1999,5-14 years,,,,,,,
male,Mongolia,1999,55-74 years,,,,,,,
male,Mongolia,1999,75+ years,,,,,,,
male,Mongolia,2000,15-24 years,,,,,,,
male,Mongolia,2000,25-34 years,,,,,,,
male,Mongolia,2000,35-54 years,,,,,,,
male,Mongolia,2000,5-14 years,,,,,,,
male,Mongolia,2000,55-74 years,,,,,,,
male,Mongolia,2000,75+ years,,,,,,,
male,Mongolia,2001,15-24 years,,,,,,,
male,Mongolia,2001,25-34 years,,,,,,,
male,Mongolia,2001,35-54 years,,,,,,,
male,Mongolia,2001,5-14 years,,,,,,,
male,Mongolia,2001,55-74 years,,,,,,,
male,Mongolia,2001,75+ years,,,,,,,
male,Mongolia,2002,15-24 years,,,,,,,
male,Mongolia,2002,25-34 years,,,,,,,
male,Mongolia,2002,35-54 years,,,,,,,
male,Mongolia,2002,5-14 years,,,,,,,
male,Mongolia,2002,55-74 years,,,,,,,
male,Mongolia,2002,75+ years,,,,,,,
male,Mongolia,2003,15-24 years,,,,,,,
male,Mongolia,2003,25-34 years,,,,,,,
male,Mongolia,2003,35-54 years,,,,,,,
male,Mongolia,2003,5-14 years,,,,,,,
male,Mongolia,2003,55-74 years,,,,,,,
male,Mongolia,2003,75+ years,,,,,,,
male,Mongolia,2004,15-24 years,,,,,,,
male,Mongolia,2004,25-34 years,,,,,,,
male,Mongolia,2004,35-54 years,,,,,,,
male,Mongolia,2004,5-14 years,,,,,,,
male,Mongolia,2004,55-74 years,,,,,,,
male,Mongolia,2004,75+ years,,,,,,,
male,Mongolia,2005,15-24 years,,,,,,,
male,Mongolia,2005,25-34 years,,,,,,,
male,Mongolia,2005,35-54 years,,,,,,,
male,Mongolia,2005,5-14 years,,,,,,,
male,Mongolia,2005,55-74 years,,,,,,,
male,Mongolia,2005,75+ years,,,,,,,
male,Mongolia,2006,15-24 years,,,,,,,
male,Mongolia,2006,25-34 years,,,,,,,
male,Mongolia,2006,35-54 years,,,,,,,
male,Mongolia,2006,5-14 years,,,,,,,
male,Mongolia,2006,55-74 years,,,,,,,
male,Mongolia,2006,75+ years,,,,,,,
male,Mongolia,2007,15-24 years,,,,,,,
male,Mongolia,2007,25-34 years,,,,,,,
male,Mongolia,2007,35-54 years,,,,,,,
male,Mongolia,2007,5-14 years,,,,,,,
male,Mongolia,2007,55-74 years,,,,,,,
male,Mongolia,2007,75+ years,,,,,,,
male,Mongolia,2008,15-24 years,,,,,,,
male,Mongolia,2008,25-34 years,,,,,,,
male,Mongolia,2008,35-54 years,,,,,,,
male,Mongolia,2008,5-14 years,,,,,,,
male,Mongolia,2008,55-74 years,,,,,,,
male,Mongolia,2008,75+ years,,,,,,,
male,Mongolia,2009,15-24 years,,,,,,,
male,Mongolia,2009,25-34 years,,,,,,,
male,Mongolia,2009,35-54 years,,,,,,,
male,Mongolia,2009,5-14 years,,,,,,,
male,Mongolia,2009,55-74 years,,,,,,,
male,Mongolia,2009,75+ years,,,,,,,
male,Mongolia,2010,15-24 years,,,,,,,
male,Mongolia,2010,25-34 years,,,,,,,
male,Mongolia,2010,35-54 years,,,,,,,
male,Mongolia,2010,5-14 years,,,,,,,
male,Mongolia,2010,55-74 years,,,,,,,
male,Mongolia,2010,75+ years,,,,,,,
male,Mongolia,2011,15-24 years,,,,,,,
male,Mongolia,2011,25-34 years,,,,,,,
male,Mongolia,2011,35-54 years,,,,,,,
male,Mongolia,2011,5-14 years,,,,,,,
male,Mongolia,2011,55-74 years,,,,,,,
male,Mongolia,2011,75+ years,,,,,,,
male,Mongolia,2012,15-24 years,,,,,,,
male,Mongolia,2012,25-34 years,,,,,,,
male,Mongolia,2012,35-54 years,,,,,,,
male,Mongolia,2012,5-14 years,,,,,,,
male,Mongolia,2012,55-74 years,,,,,,,
male,Mongolia,2012,75+ years,,,,,,,
male,Mongolia,2013,15-24 years,,,,,,,
male,Mongolia,2013,25-34 years,,,,,,,
male,Mongolia,2013,35-54 years,,,,,,,
male,Mongolia,2013,5-14 years,,,,,,,
male,Mongolia,2013,55-74 years,,,,,,,
male,Mongolia,2013,75+ years,,,,,,,
male,Mongolia,2014,15-24 years,,,,,,,
male,Mongolia,2014,25-34 years,,,,,,,
male,Mongolia,2014,35-54 years,,,,,,,
male,Mongolia,2014,5-14 years,,,,,,,
male,Mongolia,2014,55-74 years,,,,,,,
male,Mongolia,2014,75+ years,,,,,,,
male,Mongolia,2015,15-24 years,,,,,,,
male,Mongolia,2015,25-34 years,,,,,,,
male,Mongolia,2015,35-54 years,,,,,,,
male,Mongolia,2015,5-14 years,,,,,,,
male,Mongolia,2015,55-74 years,,,,,,,
male,Mongolia,2015,75+ years,,,,,,,
male,Mongolia,2016,15-24 years,5,85,252851,"33,62",,11183458131,4145
male,Mongolia,2016,25-34 years,5,127,290660,"43,69",,11183458131,4145
male,Mongolia,2016,35-54 years,3,127,375631,"33,81",,11183458131,4145
male,Mongolia,2016,5-14 years,,,,,,,
male,Mongolia,2016,55-74 years,1,29,113527,"25,54",,11183458131,4145
male,Mongolia,2016,75+ years,6,3,15349,"19,55",,11183458131,4145
male,Montenegro,1985,15-24 years,,,,,,,
male,Montenegro,1985,25-34 years,,,,,,,
male,Montenegro,1985,35-54 years,,,,,,,
male,Montenegro,1985,5-14 years,,,,,,,
male,Montenegro,1985,55-74 years,,,,,,,
male,Montenegro,1985,75+ years,,,,,,,
male,Montenegro,1986,15-24 years,,,,,,,
male,Montenegro,1986,25-34 years,,,,,,,
male,Montenegro,1986,35-54 years,,,,,,,
male,Montenegro,1986,5-14 years,,,,,,,
male,Montenegro,1986,55-74 years,,,,,,,
male,Montenegro,1986,75+ years,,,,,,,
male,Montenegro,1987,15-24 years,,,,,,,
male,Montenegro,1987,25-34 years,,,,,,,
male,Montenegro,1987,35-54 years,,,,,,,
male,Montenegro,1987,5-14 years,,,,,,,
male,Montenegro,1987,55-74 years,,,,,,,
male,Montenegro,1987,75+ years,,,,,,,
male,Montenegro,1988,15-24 years,,,,,,,
male,Montenegro,1988,25-34 years,,,,,,,
male,Montenegro,1988,35-54 years,,,,,,,
male,Montenegro,1988,5-14 years,,,,,,,
male,Montenegro,1988,55-74 years,,,,,,,
male,Montenegro,1988,75+ years,,,,,,,
male,Montenegro,1989,15-24 years,,,,,,,
male,Montenegro,1989,25-34 years,,,,,,,
male,Montenegro,1989,35-54 years,,,,,,,
male,Montenegro,1989,5-14 years,,,,,,,
male,Montenegro,1989,55-74 years,,,,,,,
male,Montenegro,1989,75+ years,,,,,,,
male,Montenegro,1990,15-24 years,,,,,,,
male,Montenegro,1990,25-34 years,,,,,,,
male,Montenegro,1990,35-54 years,,,,,,,
male,Montenegro,1990,5-14 years,,,,,,,
male,Montenegro,1990,55-74 years,,,,,,,
male,Montenegro,1990,75+ years,,,,,,,
male,Montenegro,1991,15-24 years,,,,,,,
male,Montenegro,1991,25-34 years,,,,,,,
male,Montenegro,1991,35-54 years,,,,,,,
male,Montenegro,1991,5-14 years,,,,,,,
male,Montenegro,1991,55-74 years,,,,,,,
male,Montenegro,1991,75+ years,,,,,,,
male,Montenegro,1992,15-24 years,,,,,,,
male,Montenegro,1992,25-34 years,,,,,,,
male,Montenegro,1992,35-54 years,,,,,,,
male,Montenegro,1992,5-14 years,,,,,,,
male,Montenegro,1992,55-74 years,,,,,,,
male,Montenegro,1992,75+ years,,,,,,,
male,Montenegro,1993,15-24 years,,,,,,,
male,Montenegro,1993,25-34 years,,,,,,,
male,Montenegro,1993,35-54 years,,,,,,,
male,Montenegro,1993,5-14 years,,,,,,,
male,Montenegro,1993,55-74 years,,,,,,,
male,Montenegro,1993,75+ years,,,,,,,
male,Montenegro,1994,15-24 years,,,,,,,
male,Montenegro,1994,25-34 years,,,,,,,
male,Montenegro,1994,35-54 years,,,,,,,
male,Montenegro,1994,5-14 years,,,,,,,
male,Montenegro,1994,55-74 years,,,,,,,
male,Montenegro,1994,75+ years,,,,,,,
male,Montenegro,1995,15-24 years,,,,,,,
male,Montenegro,1995,25-34 years,,,,,,,
male,Montenegro,1995,35-54 years,,,,,,,
male,Montenegro,1995,5-14 years,,,,,,,
male,Montenegro,1995,55-74 years,,,,,,,
male,Montenegro,1995,75+ years,,,,,,,
male,Montenegro,1996,15-24 years,,,,,,,
male,Montenegro,1996,25-34 years,,,,,,,
male,Montenegro,1996,35-54 years,,,,,,,
male,Montenegro,1996,5-14 years,,,,,,,
male,Montenegro,1996,55-74 years,,,,,,,
male,Montenegro,1996,75+ years,,,,,,,
male,Montenegro,1997,15-24 years,,,,,,,
male,Montenegro,1997,25-34 years,,,,,,,
male,Montenegro,1997,35-54 years,,,,,,,
male,Montenegro,1997,5-14 years,,,,,,,
male,Montenegro,1997,55-74 years,,,,,,,
male,Montenegro,1997,75+ years,,,,,,,
male,Montenegro,1998,15-24 years,,,,,,,
male,Montenegro,1998,25-34 years,,,,,,,
male,Montenegro,1998,35-54 years,,,,,,,
male,Montenegro,1998,5-14 years,,,,,,,
male,Montenegro,1998,55-74 years,,,,,,,
male,Montenegro,1998,75+ years,,,,,,,
male,Montenegro,1999,15-24 years,,,,,,,
male,Montenegro,1999,25-34 years,,,,,,,
male,Montenegro,1999,35-54 years,,,,,,,
male,Montenegro,1999,5-14 years,,,,,,,
male,Montenegro,1999,55-74 years,,,,,,,
male,Montenegro,1999,75+ years,,,,,,,
male,Montenegro,2000,15-24 years,3,0,50621,0,,984297589,1701
male,Montenegro,2000,25-34 years,3,0,43146,0,,984297589,1701
male,Montenegro,2000,35-54 years,1,0,85940,0,,984297589,1701
male,Montenegro,2000,5-14 years,5,0,46337,0,,984297589,1701
male,Montenegro,2000,55-74 years,6,0,49448,0,,984297589,1701
male,Montenegro,2000,75+ years,2,0,8801,0,,984297589,1701
male,Montenegro,2001,15-24 years,5,0,50621,0,,1159869246,2004
male,Montenegro,2001,25-34 years,3,0,43146,0,,1159869246,2004
male,Montenegro,2001,35-54 years,1,0,85940,0,,1159869246,2004
male,Montenegro,2001,5-14 years,5,0,46337,0,,1159869246,2004
male,Montenegro,2001,55-74 years,6,0,49448,0,,1159869246,2004
male,Montenegro,2001,75+ years,6,0,8801,0,,1159869246,2004
male,Montenegro,2002,15-24 years,5,0,50621,0,,1284685051,2220
male,Montenegro,2002,25-34 years,3,0,43146,0,,1284685051,2220
male,Montenegro,2002,35-54 years,1,0,85940,0,,1284685051,2220
male,Montenegro,2002,5-14 years,5,0,46337,0,,1284685051,2220
male,Montenegro,2002,55-74 years,6,0,49448,0,,1284685051,2220
male,Montenegro,2002,75+ years,6,0,8801,0,,1284685051,2220
male,Montenegro,2003,15-24 years,5,0,50688,0,,1707710053,2946
male,Montenegro,2003,25-34 years,3,0,43303,0,,1707710053,2946
male,Montenegro,2003,35-54 years,1,0,86015,0,,1707710053,2946
male,Montenegro,2003,5-14 years,5,0,46019,0,,1707710053,2946
male,Montenegro,2003,55-74 years,6,0,49464,0,,1707710053,2946
male,Montenegro,2003,75+ years,6,0,9193,0,,1707710053,2946
male,Montenegro,2004,15-24 years,5,0,50659,0,,2073234418,3565
male,Montenegro,2004,25-34 years,3,0,43672,0,,2073234418,3565
male,Montenegro,2004,35-54 years,1,0,86065,0,,2073234418,3565
male,Montenegro,2004,5-14 years,5,0,45411,0,,2073234418,3565
male,Montenegro,2004,55-74 years,6,0,49788,0,,2073234418,3565
male,Montenegro,2004,75+ years,6,0,9838,0,,2073234418,3565
male,Montenegro,2005,15-24 years,5,2,50447,"3,96","0,75",2257174481,3870
male,Montenegro,2005,25-34 years,3,16,44188,"36,21","0,75",2257174481,3870
male,Montenegro,2005,35-54 years,1,29,85719,"33,83","0,75",2257174481,3870
male,Montenegro,2005,5-14 years,5,0,44778,0,"0,75",2257174481,3870
male,Montenegro,2005,55-74 years,6,29,50541,"57,38","0,75",2257174481,3870
male,Montenegro,2005,75+ years,6,6,10389,"57,75","0,75",2257174481,3870
male,Montenegro,2006,15-24 years,5,0,50183,0,,2721904403,4654
male,Montenegro,2006,25-34 years,3,0,44741,0,,2721904403,4654
male,Montenegro,2006,35-54 years,1,0,85461,0,,2721904403,4654
male,Montenegro,2006,5-14 years,5,0,44115,0,,2721904403,4654
male,Montenegro,2006,55-74 years,6,0,51354,0,,2721904403,4654
male,Montenegro,2006,75+ years,6,0,10925,0,,2721904403,4654
male,Montenegro,2007,15-24 years,5,5,49885,"10,02",,3680710375,6268
male,Montenegro,2007,25-34 years,3,12,45516,"26,36",,3680710375,6268
male,Montenegro,2007,35-54 years,1,27,85387,"31,62",,3680710375,6268
male,Montenegro,2007,5-14 years,4,1,43529,"2,3",,3680710375,6268
male,Montenegro,2007,55-74 years,6,29,52283,"55,47",,3680710375,6268
male,Montenegro,2007,75+ years,6,15,11416,"131,39",,3680710375,6268
male,Montenegro,2008,15-24 years,5,7,49423,"14,16",,4545674528,7705
male,Montenegro,2008,25-34 years,3,9,46505,"19,35",,4545674528,7705
male,Montenegro,2008,35-54 years,1,22,85049,"25,87",,4545674528,7705
male,Montenegro,2008,5-14 years,4,3,43139,"6,95",,4545674528,7705
male,Montenegro,2008,55-74 years,6,30,53422,"56,16",,4545674528,7705
