sex,country,year,age,generation,suicides_no,population,suicides/100k pop,Suma - HDI for year,Suma -  gdp_for_year ($) ,Suma - gdp_per_capita ($)
male,Serbia,2009,75+ years,6,204,212060,"96,2",,42616653300,6116
male,Serbia,2010,15-24 years,5,29,456237,"6,36",757,39460357731,5682
male,Serbia,2010,25-34 years,3,77,520649,"14,79",757,39460357731,5682
male,Serbia,2010,35-54 years,3,252,982567,"25,65",757,39460357731,5682
male,Serbia,2010,5-14 years,4,0,387725,0,757,39460357731,5682
male,Serbia,2010,55-74 years,6,341,802176,"42,51",757,39460357731,5682
male,Serbia,2010,75+ years,6,204,218129,"93,52",757,39460357731,5682
male,Serbia,2011,15-24 years,5,28,439356,"6,37",761,46466728667,6734
male,Serbia,2011,25-34 years,5,77,501889,"15,34",761,46466728667,6734
male,Serbia,2011,35-54 years,3,276,982723,"28,09",761,46466728667,6734
male,Serbia,2011,5-14 years,4,1,363937,"0,27",761,46466728667,6734
male,Serbia,2011,55-74 years,1,316,847315,"37,29",761,46466728667,6734
male,Serbia,2011,75+ years,6,211,215193,"98,05",761,46466728667,6734
male,Serbia,2012,15-24 years,5,33,429268,"7,69",762,40742313861,5933
male,Serbia,2012,25-34 years,5,85,496790,"17,11",762,40742313861,5933
male,Serbia,2012,35-54 years,3,272,977855,"27,82",762,40742313861,5933
male,Serbia,2012,5-14 years,4,1,359823,"0,28",762,40742313861,5933
male,Serbia,2012,55-74 years,1,342,850478,"40,21",762,40742313861,5933
male,Serbia,2012,75+ years,6,199,220812,"90,12",762,40742313861,5933
male,Serbia,2013,15-24 years,5,29,419407,"6,91",771,45519650911,6662
male,Serbia,2013,25-34 years,5,73,493013,"14,81",771,45519650911,6662
male,Serbia,2013,35-54 years,3,275,974469,"28,22",771,45519650911,6662
male,Serbia,2013,5-14 years,4,1,358022,"0,28",771,45519650911,6662
male,Serbia,2013,55-74 years,1,338,849852,"39,77",771,45519650911,6662
male,Serbia,2013,75+ years,6,185,222998,"82,96",771,45519650911,6662
male,Serbia,2014,15-24 years,5,32,409374,"7,82",771,44210806366,6500
male,Serbia,2014,25-34 years,5,73,487583,"14,97",771,44210806366,6500
male,Serbia,2014,35-54 years,3,219,971340,"22,55",771,44210806366,6500
male,Serbia,2014,5-14 years,4,0,357283,0,771,44210806366,6500
male,Serbia,2014,55-74 years,1,343,851225,"40,29",771,44210806366,6500
male,Serbia,2014,75+ years,6,190,226079,"84,04",771,44210806366,6500
male,Serbia,2015,15-24 years,5,27,400082,"6,75",,37160332465,5492
male,Serbia,2015,25-34 years,5,70,480793,"14,56",,37160332465,5492
male,Serbia,2015,35-54 years,3,219,967544,"22,63",,37160332465,5492
male,Serbia,2015,5-14 years,4,2,356525,"0,56",,37160332465,5492
male,Serbia,2015,55-74 years,1,286,852168,"33,56",,37160332465,5492
male,Serbia,2015,75+ years,6,189,228745,"82,62",,37160332465,5492
male,Serbia,2016,15-24 years,,,,,,,
male,Serbia,2016,25-34 years,,,,,,,
male,Serbia,2016,35-54 years,,,,,,,
male,Serbia,2016,5-14 years,,,,,,,
male,Serbia,2016,55-74 years,,,,,,,
male,Serbia,2016,75+ years,,,,,,,
male,Seychelles,1985,15-24 years,3,3,7700,"38,96",,168887539,2947
male,Seychelles,1985,25-34 years,1,0,5200,0,,168887539,2947
male,Seychelles,1985,35-54 years,6,3,4400,"68,18",,168887539,2947
male,Seychelles,1985,5-14 years,3,0,7900,0,,168887539,2947
male,Seychelles,1985,55-74 years,2,1,2800,"35,71",,168887539,2947
male,Seychelles,1985,75+ years,2,0,600,0,,168887539,2947
male,Seychelles,1986,15-24 years,3,0,7500,0,,207850624,3621
male,Seychelles,1986,25-34 years,1,0,5500,0,,207850624,3621
male,Seychelles,1986,35-54 years,6,1,4300,"23,26",,207850624,3621
male,Seychelles,1986,5-14 years,3,0,8000,0,,207850624,3621
male,Seychelles,1986,55-74 years,2,0,2700,0,,207850624,3621
male,Seychelles,1986,75+ years,2,0,500,0,,207850624,3621
male,Seychelles,1987,15-24 years,3,0,7400,0,,249267040,4276
male,Seychelles,1987,25-34 years,1,1,5800,"17,24",,249267040,4276
male,Seychelles,1987,35-54 years,6,2,4600,"43,48",,249267040,4276
male,Seychelles,1987,5-14 years,3,0,7900,0,,249267040,4276
male,Seychelles,1987,55-74 years,2,0,2700,0,,249267040,4276
male,Seychelles,1987,75+ years,2,0,500,0,,249267040,4276
male,Seychelles,1988,15-24 years,,,,,,,
male,Seychelles,1988,25-34 years,,,,,,,
male,Seychelles,1988,35-54 years,,,,,,,
male,Seychelles,1988,5-14 years,,,,,,,
male,Seychelles,1988,55-74 years,,,,,,,
male,Seychelles,1988,75+ years,,,,,,,
male,Seychelles,1989,15-24 years,,,,,,,
male,Seychelles,1989,25-34 years,,,,,,,
male,Seychelles,1989,35-54 years,,,,,,,
male,Seychelles,1989,5-14 years,,,,,,,
male,Seychelles,1989,55-74 years,,,,,,,
male,Seychelles,1989,75+ years,,,,,,,
male,Seychelles,1990,15-24 years,,,,,,,
male,Seychelles,1990,25-34 years,,,,,,,
male,Seychelles,1990,35-54 years,,,,,,,
male,Seychelles,1990,5-14 years,,,,,,,
male,Seychelles,1990,55-74 years,,,,,,,
male,Seychelles,1990,75+ years,,,,,,,
male,Seychelles,1991,15-24 years,,,,,,,
male,Seychelles,1991,25-34 years,,,,,,,
male,Seychelles,1991,35-54 years,,,,,,,
male,Seychelles,1991,5-14 years,,,,,,,
male,Seychelles,1991,55-74 years,,,,,,,
male,Seychelles,1991,75+ years,,,,,,,
male,Seychelles,1992,15-24 years,,,,,,,
male,Seychelles,1992,25-34 years,,,,,,,
male,Seychelles,1992,35-54 years,,,,,,,
male,Seychelles,1992,5-14 years,,,,,,,
male,Seychelles,1992,55-74 years,,,,,,,
male,Seychelles,1992,75+ years,,,,,,,
male,Seychelles,1993,15-24 years,,,,,,,
male,Seychelles,1993,25-34 years,,,,,,,
male,Seychelles,1993,35-54 years,,,,,,,
male,Seychelles,1993,5-14 years,,,,,,,
male,Seychelles,1993,55-74 years,,,,,,,
male,Seychelles,1993,75+ years,,,,,,,
male,Seychelles,1994,15-24 years,,,,,,,
male,Seychelles,1994,25-34 years,,,,,,,
male,Seychelles,1994,35-54 years,,,,,,,
male,Seychelles,1994,5-14 years,,,,,,,
male,Seychelles,1994,55-74 years,,,,,,,
male,Seychelles,1994,75+ years,,,,,,,
male,Seychelles,1995,15-24 years,,,,,,,
male,Seychelles,1995,25-34 years,,,,,,,
male,Seychelles,1995,35-54 years,,,,,,,
male,Seychelles,1995,5-14 years,,,,,,,
male,Seychelles,1995,55-74 years,,,,,,,
male,Seychelles,1995,75+ years,,,,,,,
male,Seychelles,1996,15-24 years,,,,,,,
male,Seychelles,1996,25-34 years,,,,,,,
male,Seychelles,1996,35-54 years,,,,,,,
male,Seychelles,1996,5-14 years,,,,,,,
male,Seychelles,1996,55-74 years,,,,,,,
male,Seychelles,1996,75+ years,,,,,,,
male,Seychelles,1997,15-24 years,,,,,,,
male,Seychelles,1997,25-34 years,,,,,,,
male,Seychelles,1997,35-54 years,,,,,,,
male,Seychelles,1997,5-14 years,,,,,,,
male,Seychelles,1997,55-74 years,,,,,,,
male,Seychelles,1997,75+ years,,,,,,,
male,Seychelles,1998,15-24 years,,,,,,,
male,Seychelles,1998,25-34 years,,,,,,,
male,Seychelles,1998,35-54 years,,,,,,,
male,Seychelles,1998,5-14 years,,,,,,,
male,Seychelles,1998,55-74 years,,,,,,,
male,Seychelles,1998,75+ years,,,,,,,
male,Seychelles,1999,15-24 years,,,,,,,
male,Seychelles,1999,25-34 years,,,,,,,
male,Seychelles,1999,35-54 years,,,,,,,
male,Seychelles,1999,5-14 years,,,,,,,
male,Seychelles,1999,55-74 years,,,,,,,
male,Seychelles,1999,75+ years,,,,,,,
male,Seychelles,2000,15-24 years,,,,,,,
male,Seychelles,2000,25-34 years,,,,,,,
male,Seychelles,2000,35-54 years,,,,,,,
male,Seychelles,2000,5-14 years,,,,,,,
male,Seychelles,2000,55-74 years,,,,,,,
male,Seychelles,2000,75+ years,,,,,,,
male,Seychelles,2001,15-24 years,5,0,8053,0,,622262057,8257
male,Seychelles,2001,25-34 years,3,2,7008,"28,54",,622262057,8257
male,Seychelles,2001,35-54 years,1,2,9888,"20,23",,622262057,8257
male,Seychelles,2001,5-14 years,5,0,7979,0,,622262057,8257
male,Seychelles,2001,55-74 years,6,1,3520,"28,41",,622262057,8257
male,Seychelles,2001,75+ years,6,0,950,0,,622262057,8257
male,Seychelles,2002,15-24 years,5,1,8158,"12,26",,697518248,9070
male,Seychelles,2002,25-34 years,3,2,7309,"27,36",,697518248,9070
male,Seychelles,2002,35-54 years,1,1,10446,"9,57",,697518248,9070
male,Seychelles,2002,5-14 years,5,0,7799,0,,697518248,9070
male,Seychelles,2002,55-74 years,6,0,3461,0,,697518248,9070
male,Seychelles,2002,75+ years,6,1,953,"104,93",,697518248,9070
male,Seychelles,2003,15-24 years,5,1,8201,"12,19",,705704816,9001
male,Seychelles,2003,25-34 years,3,1,7606,"13,15",,705704816,9001
male,Seychelles,2003,35-54 years,1,3,11050,"27,15",,705704816,9001
male,Seychelles,2003,5-14 years,5,0,7622,0,,705704816,9001
male,Seychelles,2003,55-74 years,6,1,3425,"29,2",,705704816,9001
male,Seychelles,2003,75+ years,6,0,954,0,,705704816,9001
male,Seychelles,2004,15-24 years,5,1,8174,"12,23",,839319927,10526
male,Seychelles,2004,25-34 years,3,2,7889,"25,35",,839319927,10526
male,Seychelles,2004,35-54 years,1,3,11676,"25,69",,839319927,10526
male,Seychelles,2004,5-14 years,5,0,7457,0,,839319927,10526
male,Seychelles,2004,55-74 years,6,0,3430,0,,839319927,10526
male,Seychelles,2004,75+ years,6,0,952,0,,839319927,10526
male,Seychelles,2005,15-24 years,5,1,8093,"12,36",736,919103255,11361
male,Seychelles,2005,25-34 years,3,0,8151,0,736,919103255,11361
male,Seychelles,2005,35-54 years,1,2,12304,"16,25",736,919103255,11361
male,Seychelles,2005,5-14 years,5,0,7316,0,736,919103255,11361
male,Seychelles,2005,55-74 years,6,1,3501,"28,56",736,919103255,11361
male,Seychelles,2005,75+ years,6,0,942,0,736,919103255,11361
male,Seychelles,2006,15-24 years,5,1,8084,"12,37",,1016418229,12442
male,Seychelles,2006,25-34 years,3,0,8262,0,,1016418229,12442
male,Seychelles,2006,35-54 years,1,4,12663,"31,59",,1016418229,12442
male,Seychelles,2006,5-14 years,5,0,7296,0,,1016418229,12442
male,Seychelles,2006,55-74 years,6,1,3722,"26,87",,1016418229,12442
male,Seychelles,2006,75+ years,6,2,976,"204,92",,1016418229,12442
male,Seychelles,2007,15-24 years,5,0,8095,0,,1033561654,12554
male,Seychelles,2007,25-34 years,3,1,8368,"11,95",,1033561654,12554
male,Seychelles,2007,35-54 years,1,3,13027,"23,03",,1033561654,12554
male,Seychelles,2007,5-14 years,4,0,7246,0,,1033561654,12554
male,Seychelles,2007,55-74 years,6,0,3977,0,,1033561654,12554
male,Seychelles,2007,75+ years,6,1,1003,"99,7",,1033561654,12554
male,Seychelles,2008,15-24 years,5,1,8117,"12,32",,967199594,11667
male,Seychelles,2008,25-34 years,3,1,8453,"11,83",,967199594,11667
male,Seychelles,2008,35-54 years,1,2,13402,"14,92",,967199594,11667
male,Seychelles,2008,5-14 years,4,0,7156,0,,967199594,11667
male,Seychelles,2008,55-74 years,6,0,4257,0,,967199594,11667
male,Seychelles,2008,75+ years,6,0,1019,0,,967199594,11667
male,Seychelles,2009,15-24 years,5,0,8119,0,,847397850,10157
male,Seychelles,2009,25-34 years,3,0,8495,0,,847397850,10157
male,Seychelles,2009,35-54 years,1,3,13762,"21,8",,847397850,10157
male,Seychelles,2009,5-14 years,4,0,7017,0,,847397850,10157
male,Seychelles,2009,55-74 years,6,1,4543,"22,01",,847397850,10157
male,Seychelles,2009,75+ years,6,0,1025,0,,847397850,10157
male,Seychelles,2010,15-24 years,5,0,8078,0,743,969936525,11563
male,Seychelles,2010,25-34 years,3,2,8490,"23,56",743,969936525,11563
male,Seychelles,2010,35-54 years,3,4,14068,"28,43",743,969936525,11563
male,Seychelles,2010,5-14 years,4,0,6811,0,743,969936525,11563
male,Seychelles,2010,55-74 years,6,0,4827,0,743,969936525,11563
male,Seychelles,2010,75+ years,6,0,1015,0,743,969936525,11563
male,Seychelles,2011,15-24 years,5,1,7169,"13,95",752,1065826670,13204
male,Seychelles,2011,25-34 years,5,1,6615,"15,12",752,1065826670,13204
male,Seychelles,2011,35-54 years,3,3,13471,"22,27",752,1065826670,13204
male,Seychelles,2011,5-14 years,4,0,6540,0,752,1065826670,13204
male,Seychelles,2011,55-74 years,1,0,5026,0,752,1065826670,13204
male,Seychelles,2011,75+ years,6,0,956,0,752,1065826670,13204
male,Seychelles,2012,15-24 years,5,0,7038,0,761,1059498884,13044
male,Seychelles,2012,25-34 years,5,0,6724,0,761,1059498884,13044
male,Seychelles,2012,35-54 years,3,2,13234,"15,11",761,1059498884,13044
male,Seychelles,2012,5-14 years,4,0,6366,0,761,1059498884,13044
male,Seychelles,2012,55-74 years,1,1,5437,"18,39",761,1059498884,13044
male,Seychelles,2012,75+ years,6,0,972,0,761,1059498884,13044
male,Seychelles,2013,15-24 years,5,1,6804,"14,7",767,1328091524,16090
male,Seychelles,2013,25-34 years,5,3,7360,"40,76",767,1328091524,16090
male,Seychelles,2013,35-54 years,3,1,13718,"7,29",767,1328091524,16090
male,Seychelles,2013,5-14 years,4,0,6310,0,767,1328091524,16090
male,Seychelles,2013,55-74 years,1,4,5827,"68,65",767,1328091524,16090
male,Seychelles,2013,75+ years,6,0,939,0,767,1328091524,16090
male,Seychelles,2014,15-24 years,5,1,6391,"15,65",772,1342997306,16018
male,Seychelles,2014,25-34 years,5,0,7704,0,772,1342997306,16018
male,Seychelles,2014,35-54 years,3,1,14001,"7,14",772,1342997306,16018
male,Seychelles,2014,5-14 years,4,0,6123,0,772,1342997306,16018
male,Seychelles,2014,55-74 years,1,0,6245,0,772,1342997306,16018
male,Seychelles,2014,75+ years,6,0,960,0,772,1342997306,16018
male,Seychelles,2015,15-24 years,5,1,6393,"15,64",,1375604279,16005
male,Seychelles,2015,25-34 years,5,1,7565,"13,22",,1375604279,16005
male,Seychelles,2015,35-54 years,3,3,14210,"21,11",,1375604279,16005
male,Seychelles,2015,5-14 years,4,0,6324,0,,1375604279,16005
male,Seychelles,2015,55-74 years,1,1,6903,"14,49",,1375604279,16005
male,Seychelles,2015,75+ years,6,0,1076,0,,1375604279,16005
male,Seychelles,2016,15-24 years,,,,,,,
male,Seychelles,2016,25-34 years,,,,,,,
male,Seychelles,2016,35-54 years,,,,,,,
male,Seychelles,2016,5-14 years,,,,,,,
male,Seychelles,2016,55-74 years,,,,,,,
male,Seychelles,2016,75+ years,,,,,,,
male,Singapore,1985,15-24 years,3,27,268000,"10,07",,19138296376,8142
male,Singapore,1985,25-34 years,1,52,280500,"18,54",,19138296376,8142
male,Singapore,1985,35-54 years,6,49,292500,"16,75",,19138296376,8142
male,Singapore,1985,5-14 years,3,0,215900,0,,19138296376,8142
male,Singapore,1985,55-74 years,2,39,122400,"31,86",,19138296376,8142
male,Singapore,1985,75+ years,2,23,15900,"144,65",,19138296376,8142
male,Singapore,1986,15-24 years,3,31,260000,"11,92",,18569292305,7805
male,Singapore,1986,25-34 years,1,46,288100,"15,97",,18569292305,7805
male,Singapore,1986,35-54 years,6,54,304500,"17,73",,18569292305,7805
male,Singapore,1986,5-14 years,3,2,213700,"0,94",,18569292305,7805
male,Singapore,1986,55-74 years,2,44,125800,"34,98",,18569292305,7805
male,Singapore,1986,75+ years,2,14,17200,"81,4",,18569292305,7805
male,Singapore,1987,15-24 years,3,21,253600,"8,28",,20897630201,8679
male,Singapore,1987,25-34 years,1,48,293500,"16,35",,20897630201,8679
male,Singapore,1987,35-54 years,6,43,318100,"13,52",,20897630201,8679
male,Singapore,1987,5-14 years,3,0,211300,0,,20897630201,8679
male,Singapore,1987,55-74 years,2,42,128900,"32,58",,20897630201,8679
male,Singapore,1987,75+ years,2,17,18300,"92,9",,20897630201,8679
male,Singapore,1988,15-24 years,3,31,241600,"12,83",,25337226971,10586
male,Singapore,1988,25-34 years,1,52,288000,"18,06",,25337226971,10586
male,Singapore,1988,35-54 years,6,63,319100,"19,74",,25337226971,10586
male,Singapore,1988,5-14 years,3,1,208600,"0,48",,25337226971,10586
male,Singapore,1988,55-74 years,2,43,131400,"32,72",,25337226971,10586
male,Singapore,1988,75+ years,2,30,21600,"138,89",,25337226971,10586
male,Singapore,1989,15-24 years,3,32,236800,"13,51",,30423573842,12514
male,Singapore,1989,25-34 years,1,50,290700,"17,2",,30423573842,12514
male,Singapore,1989,35-54 years,6,65,336500,"19,32",,30423573842,12514
male,Singapore,1989,5-14 years,3,2,207000,"0,97",,30423573842,12514
male,Singapore,1989,55-74 years,2,41,135300,"30,3",,30423573842,12514
male,Singapore,1989,75+ years,2,25,22800,"109,65",,30423573842,12514
male,Singapore,1990,15-24 years,3,31,236800,"13,09",718,36152027893,14393
male,Singapore,1990,25-34 years,1,47,299900,"15,67",718,36152027893,14393
male,Singapore,1990,35-54 years,6,63,359200,"17,54",718,36152027893,14393
male,Singapore,1990,5-14 years,3,2,209400,"0,96",718,36152027893,14393
male,Singapore,1990,55-74 years,2,39,140900,"27,68",718,36152027893,14393
male,Singapore,1990,75+ years,2,19,24100,"78,84",718,36152027893,14393
male,Singapore,1991,15-24 years,3,25,231300,"10,81",,45474442836,17768
male,Singapore,1991,25-34 years,1,44,301200,"14,61",,45474442836,17768
male,Singapore,1991,35-54 years,1,54,379500,"14,23",,45474442836,17768
male,Singapore,1991,5-14 years,5,0,211000,0,,45474442836,17768
male,Singapore,1991,55-74 years,6,38,144300,"26,33",,45474442836,17768
male,Singapore,1991,75+ years,2,16,25000,64,,45474442836,17768
male,Singapore,1992,15-24 years,3,21,228100,"9,21",,52156414979,20029
male,Singapore,1992,25-34 years,1,43,299300,"14,37",,52156414979,20029
male,Singapore,1992,35-54 years,1,53,400800,"13,22",,52156414979,20029
male,Singapore,1992,5-14 years,5,2,211000,"0,95",,52156414979,20029
male,Singapore,1992,55-74 years,6,26,147100,"17,68",,52156414979,20029
male,Singapore,1992,75+ years,2,15,26000,"57,69",,52156414979,20029
male,Singapore,1993,15-24 years,3,19,224300,"8,47",,60644572348,22835
male,Singapore,1993,25-34 years,1,36,296600,"12,14",,60644572348,22835
male,Singapore,1993,35-54 years,1,56,420500,"13,32",,60644572348,22835
male,Singapore,1993,5-14 years,5,0,216300,0,,60644572348,22835
male,Singapore,1993,55-74 years,6,31,151200,"20,5",,60644572348,22835
male,Singapore,1993,75+ years,2,26,26800,"97,01",,60644572348,22835
male,Singapore,1994,15-24 years,3,24,222900,"10,77",,73777792327,27202
male,Singapore,1994,25-34 years,1,35,291200,"12,02",,73777792327,27202
male,Singapore,1994,35-54 years,1,69,439100,"15,71",,73777792327,27202
male,Singapore,1994,5-14 years,5,1,223300,"0,45",,73777792327,27202
male,Singapore,1994,55-74 years,6,37,157700,"23,46",,73777792327,27202
male,Singapore,1994,75+ years,2,24,27500,"87,27",,73777792327,27202
male,Singapore,1995,15-24 years,3,23,221900,"10,37",773,87890009877,31783
male,Singapore,1995,25-34 years,3,31,286200,"10,83",773,87890009877,31783
male,Singapore,1995,35-54 years,1,92,457000,"20,13",773,87890009877,31783
male,Singapore,1995,5-14 years,5,2,228000,"0,88",773,87890009877,31783
male,Singapore,1995,55-74 years,6,46,164600,"27,95",773,87890009877,31783
male,Singapore,1995,75+ years,2,32,28200,"113,48",773,87890009877,31783
male,Singapore,1996,15-24 years,3,20,220500,"9,07",,96403758865,34148
male,Singapore,1996,25-34 years,3,34,283600,"11,99",,96403758865,34148
male,Singapore,1996,35-54 years,1,50,475400,"10,52",,96403758865,34148
male,Singapore,1996,5-14 years,5,1,234000,"0,43",,96403758865,34148
male,Singapore,1996,55-74 years,6,21,171300,"12,26",,96403758865,34148
male,Singapore,1996,75+ years,2,26,28800,"90,28",,96403758865,34148
male,Singapore,1997,15-24 years,3,15,218600,"6,86",,100163995151,34779
male,Singapore,1997,25-34 years,3,44,282000,"15,6",,100163995151,34779
male,Singapore,1997,35-54 years,1,74,495200,"14,94",,100163995151,34779
male,Singapore,1997,5-14 years,5,3,238600,"1,26",,100163995151,34779
male,Singapore,1997,55-74 years,6,36,176100,"20,44",,100163995151,34779
male,Singapore,1997,75+ years,2,24,29500,"81,36",,100163995151,34779
male,Singapore,1998,15-24 years,3,22,216100,"10,18",,85707636233,29150
male,Singapore,1998,25-34 years,3,41,281300,"14,58",,85707636233,29150
male,Singapore,1998,35-54 years,1,69,515800,"13,38",,85707636233,29150
male,Singapore,1998,5-14 years,5,3,243800,"1,23",,85707636233,29150
male,Singapore,1998,55-74 years,6,45,180700,"24,9",,85707636233,29150
male,Singapore,1998,75+ years,2,20,30200,"66,23",,85707636233,29150
male,Singapore,1999,15-24 years,3,15,214200,7,,86283126844,28789
male,Singapore,1999,25-34 years,3,31,277300,"11,18",,86283126844,28789
male,Singapore,1999,35-54 years,1,75,535500,"14,01",,86283126844,28789
male,Singapore,1999,5-14 years,5,2,249900,"0,8",,86283126844,28789
male,Singapore,1999,55-74 years,6,43,186300,"23,08",,86283126844,28789
male,Singapore,1999,75+ years,2,21,31400,"66,88",,86283126844,28789
male,Singapore,2000,15-24 years,3,14,215200,"6,51",819,95833932715,31446
male,Singapore,2000,25-34 years,3,34,271100,"12,54",819,95833932715,31446
male,Singapore,2000,35-54 years,1,87,555800,"15,65",819,95833932715,31446
male,Singapore,2000,5-14 years,5,5,253800,"1,97",819,95833932715,31446
male,Singapore,2000,55-74 years,6,48,189200,"25,37",819,95833932715,31446
male,Singapore,2000,75+ years,2,16,32600,"49,08",819,95833932715,31446
male,Singapore,2001,15-24 years,5,21,216300,"9,71",,89286208629,28774
male,Singapore,2001,25-34 years,3,43,265800,"16,18",,89286208629,28774
male,Singapore,2001,35-54 years,1,65,573200,"11,34",,89286208629,28774
male,Singapore,2001,5-14 years,5,3,258300,"1,16",,89286208629,28774
male,Singapore,2001,55-74 years,6,40,194800,"20,53",,89286208629,28774
male,Singapore,2001,75+ years,6,18,34800,"51,72",,89286208629,28774
male,Singapore,2002,15-24 years,5,15,216400,"6,93",,91941192896,29048
male,Singapore,2002,25-34 years,3,38,265900,"14,29",,91941192896,29048
